Source Label,Label,Adjusted Time,Target Label,Number of Records
Timothy Gibson,purchases,5/29/2015 3:20:25 AM,Gail Feindt,1
Jane Tyler,emails,5/29/2015 4:47:24 AM,Timothy Gibson,1
Timothy Gibson,purchases,5/29/2015 7:27:35 AM,Gail Feindt,1
Timothy Gibson,calls,5/29/2015 8:32:54 AM,Jane Tyler,1
Jane Tyler,purchases,5/29/2015 9:39:42 AM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2015 10:29:59 AM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2015 10:58:42 AM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2015 11:14:15 AM,Gail Feindt,1
Jane Tyler,emails,5/29/2015 12:48:49 PM,Timothy Gibson,1
Jane Tyler,emails,5/29/2015 1:02:16 PM,Timothy Gibson,1
Jane Tyler,purchases,5/29/2015 1:15:16 PM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2015 2:13:40 PM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2015 2:20:36 PM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2015 3:42:06 PM,Gail Feindt,1
Jane Tyler,purchases,5/29/2015 5:40:45 PM,Gail Feindt,1
Timothy Gibson,emails,5/29/2015 5:43:31 PM,Jane Tyler,1
Timothy Gibson,calls,5/29/2015 8:10:27 PM,Jane Tyler,1
Timothy Gibson,purchases,5/29/2015 8:28:50 PM,Gail Feindt,1
Timothy Gibson,emails,5/29/2015 8:31:52 PM,Jane Tyler,1
Jane Tyler,purchases,5/29/2015 9:34:32 PM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2015 10:12:08 PM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2015 10:13:37 PM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2015 10:16:05 PM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2015 11:03:38 PM,Gail Feindt,1
Jane Tyler,purchases,5/30/2015 1:35:31 AM,Gail Feindt,1
Jane Tyler,purchases,5/30/2015 2:29:51 AM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2015 5:09:45 AM,Gail Feindt,1
Jane Tyler,purchases,5/30/2015 5:41:56 AM,Gail Feindt,1
Timothy Gibson,emails,5/30/2015 6:12:50 AM,Jane Tyler,1
Timothy Gibson,purchases,5/30/2015 8:51:56 AM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2015 9:02:47 AM,Gail Feindt,1
Jane Tyler,purchases,5/30/2015 10:26:15 AM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2015 11:33:47 AM,Gail Feindt,1
Timothy Gibson,emails,5/30/2015 11:44:48 AM,Jane Tyler,1
Timothy Gibson,purchases,5/30/2015 11:50:33 AM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2015 12:20:23 PM,Gail Feindt,1
Timothy Gibson,emails,5/30/2015 12:25:21 PM,Jane Tyler,1
Timothy Gibson,purchases,5/30/2015 1:31:41 PM,Gail Feindt,1
Jane Tyler,calls,5/30/2015 1:58:44 PM,Timothy Gibson,1
Jane Tyler,purchases,5/30/2015 2:13:02 PM,Gail Feindt,1
Timothy Gibson,emails,5/30/2015 2:18:03 PM,Jane Tyler,1
Timothy Gibson,emails,5/30/2015 2:44:05 PM,Jane Tyler,1
Timothy Gibson,emails,5/30/2015 3:29:37 PM,Jane Tyler,1
Timothy Gibson,purchases,5/30/2015 4:00:23 PM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2015 4:19:22 PM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2015 4:46:36 PM,Gail Feindt,1
Jane Tyler,calls,5/30/2015 5:00:04 PM,Timothy Gibson,1
Timothy Gibson,purchases,5/30/2015 6:01:07 PM,Gail Feindt,1
Timothy Gibson,calls,5/30/2015 6:21:40 PM,Jane Tyler,1
Jane Tyler,calls,5/30/2015 6:40:54 PM,Timothy Gibson,1
Jane Tyler,purchases,5/30/2015 7:41:14 PM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2015 7:46:29 PM,Gail Feindt,1
Jane Tyler,emails,5/30/2015 9:16:02 PM,Timothy Gibson,1
Jane Tyler,purchases,5/30/2015 9:25:06 PM,Gail Feindt,1
Jane Tyler,purchases,5/30/2015 11:01:16 PM,Gail Feindt,1
Jane Tyler,purchases,5/30/2015 11:05:04 PM,Gail Feindt,1
Jane Tyler,purchases,5/30/2015 11:35:02 PM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2015 11:44:18 PM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2015 11:51:46 PM,Gail Feindt,1
Jane Tyler,purchases,5/31/2015 12:00:55 AM,Gail Feindt,1
Jane Tyler,purchases,5/31/2015 12:12:14 AM,Gail Feindt,1
Timothy Gibson,calls,5/31/2015 12:20:46 AM,Jane Tyler,1
Jane Tyler,purchases,5/31/2015 12:20:59 AM,Gail Feindt,1
Jane Tyler,calls,5/31/2015 2:12:49 AM,Timothy Gibson,1
Jane Tyler,purchases,5/31/2015 2:35:10 AM,Gail Feindt,1
Timothy Gibson,emails,5/31/2015 3:07:30 AM,Jane Tyler,1
Jane Tyler,purchases,5/31/2015 3:09:35 AM,Gail Feindt,1
Jane Tyler,purchases,5/31/2015 3:11:23 AM,Gail Feindt,1
Jane Tyler,purchases,5/31/2015 5:00:48 AM,Gail Feindt,1
Jane Tyler,emails,5/31/2015 6:22:01 AM,Timothy Gibson,1
Timothy Gibson,emails,5/31/2015 6:32:11 AM,Jane Tyler,1
Timothy Gibson,emails,5/31/2015 6:37:14 AM,Jane Tyler,1
Jane Tyler,calls,5/31/2015 7:37:16 AM,Timothy Gibson,1
Jane Tyler,purchases,5/31/2015 7:37:16 AM,Gail Feindt,1
Jane Tyler,purchases,5/31/2015 8:12:19 AM,Gail Feindt,1
Timothy Gibson,purchases,5/31/2015 8:45:54 AM,Gail Feindt,1
Timothy Gibson,purchases,5/31/2015 9:01:40 AM,Gail Feindt,1
Timothy Gibson,purchases,5/31/2015 9:45:09 AM,Gail Feindt,1
Timothy Gibson,emails,5/31/2015 10:38:06 AM,Jane Tyler,1
Jane Tyler,purchases,5/31/2015 12:32:30 PM,Gail Feindt,1
Jane Tyler,calls,5/31/2015 1:46:31 PM,Timothy Gibson,1
Jane Tyler,purchases,5/31/2015 3:00:07 PM,Gail Feindt,1
Timothy Gibson,emails,5/31/2015 4:47:05 PM,Jane Tyler,1
Jane Tyler,purchases,5/31/2015 6:49:39 PM,Gail Feindt,1
Jane Tyler,purchases,5/31/2015 7:46:35 PM,Gail Feindt,1
Jane Tyler,emails,5/31/2015 8:13:21 PM,Timothy Gibson,1
Timothy Gibson,emails,5/31/2015 9:27:55 PM,Jane Tyler,1
Timothy Gibson,purchases,5/31/2015 10:15:50 PM,Gail Feindt,1
Jane Tyler,purchases,5/31/2015 11:01:45 PM,Gail Feindt,1
Timothy Gibson,purchases,5/31/2015 11:15:51 PM,Gail Feindt,1
Timothy Gibson,purchases,5/31/2015 11:35:22 PM,Gail Feindt,1
Jane Tyler,purchases,06-01-2015 00:02,Gail Feindt,1
Jane Tyler,purchases,06-01-2015 00:40,Gail Feindt,1
Jane Tyler,purchases,06-01-2015 01:57,Gail Feindt,1
Timothy Gibson,purchases,06-01-2015 03:02,Gail Feindt,1
Timothy Gibson,purchases,06-01-2015 04:58,Gail Feindt,1
Jane Tyler,purchases,06-01-2015 05:22,Gail Feindt,1
Timothy Gibson,purchases,06-01-2015 05:50,Gail Feindt,1
Richard Fox,purchases,06-01-2015 05:59,Gail Feindt,1
Timothy Gibson,calls,06-01-2015 06:00,Jane Tyler,1
Timothy Gibson,purchases,06-01-2015 06:02,Gail Feindt,1
Timothy Gibson,purchases,06-01-2015 06:03,Gail Feindt,1
Jane Tyler,purchases,06-01-2015 06:45,Gail Feindt,1
Jane Tyler,purchases,06-01-2015 07:52,Gail Feindt,1
Jane Tyler,calls,06-01-2015 08:21,Timothy Gibson,1
Jane Tyler,calls,06-01-2015 09:13,Timothy Gibson,1
Jane Tyler,purchases,06-01-2015 09:51,Gail Feindt,1
Jane Tyler,emails,06-01-2015 11:18,Timothy Gibson,1
Timothy Gibson,purchases,06-01-2015 14:38,Gail Feindt,1
Jane Tyler,purchases,06-01-2015 17:06,Gail Feindt,1
Timothy Gibson,purchases,06-01-2015 17:10,Gail Feindt,1
Timothy Gibson,purchases,06-01-2015 18:21,Gail Feindt,1
Jane Tyler,purchases,06-01-2015 19:54,Gail Feindt,1
Jane Tyler,emails,06-01-2015 20:31,Timothy Gibson,1
Jane Tyler,purchases,06-01-2015 22:49,Gail Feindt,1
Timothy Gibson,purchases,06-02-2015 00:01,Gail Feindt,1
Timothy Gibson,purchases,06-02-2015 01:38,Gail Feindt,1
Jane Tyler,purchases,06-02-2015 01:40,Gail Feindt,1
Jane Tyler,purchases,06-02-2015 02:17,Gail Feindt,1
Timothy Gibson,calls,06-02-2015 02:39,Jane Tyler,1
Timothy Gibson,purchases,06-02-2015 03:42,Gail Feindt,1
Jane Tyler,purchases,06-02-2015 04:09,Gail Feindt,1
Jane Tyler,purchases,06-02-2015 05:00,Gail Feindt,1
Jane Tyler,purchases,06-02-2015 11:07,Gail Feindt,1
Jane Tyler,emails,06-02-2015 13:47,Timothy Gibson,1
Timothy Gibson,emails,06-02-2015 14:39,Jane Tyler,1
Jane Tyler,purchases,06-02-2015 15:13,Gail Feindt,1
Timothy Gibson,calls,06-02-2015 15:42,Jane Tyler,1
Timothy Gibson,purchases,06-02-2015 17:43,Gail Feindt,1
Jane Tyler,purchases,06-02-2015 18:07,Gail Feindt,1
Timothy Gibson,purchases,06-02-2015 18:09,Gail Feindt,1
Jane Tyler,purchases,06-02-2015 18:15,Gail Feindt,1
Jane Tyler,emails,06-02-2015 18:53,Timothy Gibson,1
Jane Tyler,purchases,06-02-2015 20:50,Gail Feindt,1
Timothy Gibson,calls,06-02-2015 21:12,Jane Tyler,1
Timothy Gibson,purchases,06-02-2015 22:05,Gail Feindt,1
Timothy Gibson,calls,06-02-2015 22:39,Jane Tyler,1
Timothy Gibson,calls,06-02-2015 23:15,Jane Tyler,1
Timothy Gibson,emails,06-02-2015 23:56,Jane Tyler,1
Timothy Gibson,purchases,06-03-2015 01:24,Gail Feindt,1
Timothy Gibson,purchases,06-03-2015 01:35,Gail Feindt,1
Jane Tyler,purchases,06-03-2015 01:40,Gail Feindt,1
Timothy Gibson,purchases,06-03-2015 01:57,Gail Feindt,1
Timothy Gibson,purchases,06-03-2015 02:58,Gail Feindt,1
Timothy Gibson,purchases,06-03-2015 03:15,Gail Feindt,1
Jane Tyler,purchases,06-03-2015 03:16,Gail Feindt,1
Timothy Gibson,purchases,06-03-2015 04:17,Gail Feindt,1
Timothy Gibson,purchases,06-03-2015 05:47,Gail Feindt,1
Jane Tyler,purchases,06-03-2015 06:18,Gail Feindt,1
Jane Tyler,purchases,06-03-2015 10:55,Gail Feindt,1
Timothy Gibson,purchases,06-03-2015 12:48,Gail Feindt,1
Jane Tyler,emails,06-03-2015 12:48,Timothy Gibson,1
Timothy Gibson,emails,06-03-2015 13:13,Jane Tyler,1
Timothy Gibson,emails,06-03-2015 13:33,Jane Tyler,1
Jane Tyler,purchases,06-03-2015 15:25,Gail Feindt,1
Jane Tyler,purchases,06-03-2015 16:15,Gail Feindt,1
Timothy Gibson,purchases,06-03-2015 18:35,Gail Feindt,1
Jane Tyler,emails,06-03-2015 20:34,Timothy Gibson,1
Jane Tyler,purchases,06-03-2015 20:35,Gail Feindt,1
Timothy Gibson,emails,06-03-2015 21:33,Jane Tyler,1
Timothy Gibson,purchases,06-03-2015 22:10,Gail Feindt,1
Timothy Gibson,purchases,06-03-2015 22:35,Gail Feindt,1
Timothy Gibson,purchases,06-03-2015 23:17,Gail Feindt,1
Jane Tyler,emails,06-03-2015 23:17,Timothy Gibson,1
Timothy Gibson,purchases,06-03-2015 23:39,Gail Feindt,1
Jane Tyler,purchases,06-04-2015 00:52,Gail Feindt,1
Timothy Gibson,purchases,06-04-2015 03:21,Gail Feindt,1
Jane Tyler,calls,06-04-2015 04:22,Timothy Gibson,1
Jane Tyler,purchases,06-04-2015 07:37,Gail Feindt,1
Timothy Gibson,emails,06-04-2015 07:38,Jane Tyler,1
Jane Tyler,calls,06-04-2015 09:36,Timothy Gibson,1
Timothy Gibson,purchases,06-04-2015 09:41,Gail Feindt,1
Jane Tyler,purchases,06-04-2015 09:58,Gail Feindt,1
Refugio Orrantia,calls,11-10-2015 15:42,Martha Harris,1
Melita Scarpaci,calls,11-12-2015 23:45,Sheilah Stachniw,1
Madeline Nindorf,calls,11-07-2015 19:38,Lizbeth Jindra,1
Madeline Nindorf,calls,11-08-2015 02:38,Lizbeth Jindra,1
Madeline Nindorf,calls,11/30/2015 4:22:53 AM,Lizbeth Jindra,1
Madeline Nindorf,calls,11-07-2016 21:38,Lizbeth Jindra,1
Madeline Nindorf,calls,9/13/2017 12:38:53 PM,Lizbeth Jindra,1
Madeline Nindorf,calls,6/30/2017 1:38:53 PM,Richard Fox,1
Madeline Nindorf,calls,11-11-2015 21:38,Meryl Pastuch,1
Madeline Nindorf,calls,8/29/2016 2:09:53 AM,Julie Tierno,1
Madeline Nindorf,calls,11-11-2015 08:38,Martha Harris,1
Ramiro Gault,calls,12-04-2017 17:37,Jane Tyler,1
Lizbeth Jindra,calls,11/30/2015 5:38:53 AM,Madeline Nindorf,1
Lizbeth Jindra,calls,11/30/2015 8:45:53 AM,Madeline Nindorf,1
Jose Ringwald,calls,11-10-2015 18:28,Sherrell Biebel,1
Jane Tyler,calls,06-04-2015 10:13,Timothy Gibson,1
Jane Tyler,calls,06-04-2015 20:13,Timothy Gibson,1
Jane Tyler,calls,06-05-2015 02:56,Timothy Gibson,1
Jane Tyler,calls,06-06-2015 14:03,Timothy Gibson,1
Jane Tyler,calls,06-07-2015 09:20,Timothy Gibson,1
Jane Tyler,calls,06-07-2015 09:21,Timothy Gibson,1
Jane Tyler,calls,06-07-2015 14:50,Timothy Gibson,1
Jane Tyler,calls,06-08-2015 05:42,Timothy Gibson,1
Jane Tyler,calls,06-08-2015 07:38,Timothy Gibson,1
Jane Tyler,calls,06-08-2015 23:46,Timothy Gibson,1
Jane Tyler,calls,06-09-2015 04:48,Timothy Gibson,1
Jane Tyler,calls,06-09-2015 09:43,Timothy Gibson,1
Jane Tyler,calls,06-09-2015 12:18,Timothy Gibson,1
Jane Tyler,calls,06-10-2015 11:17,Timothy Gibson,1
Jane Tyler,calls,06-10-2015 23:58,Timothy Gibson,1
Jane Tyler,calls,6/13/2015 9:35:53 AM,Timothy Gibson,1
Jane Tyler,calls,6/14/2015 1:05:01 PM,Timothy Gibson,1
Jane Tyler,calls,6/14/2015 4:02:31 PM,Timothy Gibson,1
Jane Tyler,calls,6/16/2015 8:00:14 AM,Timothy Gibson,1
Jane Tyler,calls,6/16/2015 11:02:39 AM,Timothy Gibson,1
Jane Tyler,calls,6/16/2015 2:51:31 PM,Timothy Gibson,1
Jane Tyler,calls,6/17/2015 9:14:32 AM,Timothy Gibson,1
Jane Tyler,calls,6/17/2015 4:14:35 PM,Timothy Gibson,1
Jane Tyler,calls,6/17/2015 10:26:17 PM,Timothy Gibson,1
Jane Tyler,calls,6/18/2015 9:05:34 PM,Timothy Gibson,1
Jane Tyler,calls,6/22/2015 8:38:47 PM,Timothy Gibson,1
Jane Tyler,calls,6/22/2015 11:09:37 PM,Timothy Gibson,1
Jane Tyler,calls,6/24/2015 1:19:23 AM,Timothy Gibson,1
Jane Tyler,calls,6/24/2015 3:27:07 PM,Timothy Gibson,1
Jane Tyler,calls,6/25/2015 11:28:09 AM,Timothy Gibson,1
Jane Tyler,calls,6/27/2015 11:37:42 AM,Timothy Gibson,1
Jane Tyler,calls,6/30/2015 2:55:50 PM,Timothy Gibson,1
Jane Tyler,calls,07-02-2015 09:52,Timothy Gibson,1
Jane Tyler,calls,07-05-2015 21:31,Timothy Gibson,1
Jane Tyler,calls,07-06-2015 00:36,Timothy Gibson,1
Jane Tyler,calls,07-06-2015 22:12,Timothy Gibson,1
Jane Tyler,calls,07-08-2015 16:32,Timothy Gibson,1
Jane Tyler,calls,07-09-2015 13:31,Timothy Gibson,1
Jane Tyler,calls,07-09-2015 19:36,Timothy Gibson,1
Jane Tyler,calls,07-10-2015 14:50,Timothy Gibson,1
Jane Tyler,calls,07-10-2015 16:19,Timothy Gibson,1
Jane Tyler,calls,7/17/2015 3:19:16 PM,Timothy Gibson,1
Jane Tyler,calls,7/19/2015 8:07:34 AM,Timothy Gibson,1
Jane Tyler,calls,7/19/2015 3:26:08 PM,Timothy Gibson,1
Jane Tyler,calls,7/19/2015 4:07:53 PM,Timothy Gibson,1
Jane Tyler,calls,7/21/2015 3:58:58 PM,Timothy Gibson,1
Jane Tyler,calls,7/23/2015 2:18:46 PM,Timothy Gibson,1
Jane Tyler,calls,7/24/2015 6:04:20 AM,Timothy Gibson,1
Jane Tyler,calls,7/24/2015 8:31:49 AM,Timothy Gibson,1
Jane Tyler,calls,7/26/2015 8:03:48 PM,Timothy Gibson,1
Jane Tyler,calls,7/27/2015 5:11:09 AM,Timothy Gibson,1
Jane Tyler,calls,7/29/2015 1:18:28 AM,Timothy Gibson,1
Jane Tyler,calls,08-03-2015 04:14,Timothy Gibson,1
Jane Tyler,calls,08-03-2015 12:15,Timothy Gibson,1
Jane Tyler,calls,08-05-2015 07:45,Timothy Gibson,1
Jane Tyler,calls,08-05-2015 11:16,Timothy Gibson,1
Jane Tyler,calls,08-06-2015 06:18,Timothy Gibson,1
Jane Tyler,calls,08-06-2015 11:00,Timothy Gibson,1
Jane Tyler,calls,08-10-2015 17:50,Timothy Gibson,1
Jane Tyler,calls,08-11-2015 06:40,Timothy Gibson,1
Jane Tyler,calls,08-12-2015 06:48,Timothy Gibson,1
Jane Tyler,calls,8/13/2015 6:11:47 AM,Timothy Gibson,1
Jane Tyler,calls,8/15/2015 2:10:21 AM,Timothy Gibson,1
Jane Tyler,calls,8/16/2015 7:51:45 AM,Timothy Gibson,1
Jane Tyler,calls,8/17/2015 8:10:39 AM,Timothy Gibson,1
Jane Tyler,calls,8/20/2015 4:49:52 AM,Timothy Gibson,1
Jane Tyler,calls,8/22/2015 11:35:13 PM,Timothy Gibson,1
Jane Tyler,calls,8/24/2015 9:39:32 AM,Timothy Gibson,1
Jane Tyler,calls,8/24/2015 9:59:15 AM,Timothy Gibson,1
Jane Tyler,calls,8/25/2015 6:35:24 PM,Timothy Gibson,1
Jane Tyler,calls,8/27/2015 12:44:15 AM,Timothy Gibson,1
Jane Tyler,calls,8/31/2015 2:12:44 PM,Timothy Gibson,1
Jane Tyler,calls,8/31/2015 11:25:55 PM,Timothy Gibson,1
Jane Tyler,calls,09-06-2015 10:27,Timothy Gibson,1
Jane Tyler,calls,09-07-2015 02:51,Timothy Gibson,1
Jane Tyler,calls,09-07-2015 09:25,Timothy Gibson,1
Jane Tyler,calls,09-09-2015 00:30,Timothy Gibson,1
Jane Tyler,calls,09-09-2015 08:00,Timothy Gibson,1
Jane Tyler,calls,09-11-2015 09:00,Timothy Gibson,1
Jane Tyler,calls,09-11-2015 21:35,Timothy Gibson,1
Jane Tyler,calls,9/15/2015 12:10:37 AM,Timothy Gibson,1
Jane Tyler,calls,9/16/2015 9:17:29 PM,Timothy Gibson,1
Jane Tyler,calls,9/17/2015 1:44:25 PM,Timothy Gibson,1
Jane Tyler,calls,9/20/2015 1:53:19 PM,Timothy Gibson,1
Jane Tyler,calls,9/20/2015 5:07:43 PM,Timothy Gibson,1
Jane Tyler,calls,9/25/2015 12:21:10 PM,Timothy Gibson,1
Jane Tyler,calls,10-03-2015 07:24,Timothy Gibson,1
Jane Tyler,calls,10-05-2015 07:24,Timothy Gibson,1
Jane Tyler,calls,10-05-2015 13:17,Timothy Gibson,1
Jane Tyler,calls,10-06-2015 05:22,Timothy Gibson,1
Jane Tyler,calls,10-09-2015 06:39,Timothy Gibson,1
Jane Tyler,calls,10/14/2015 12:01:55 AM,Timothy Gibson,1
Jane Tyler,calls,10/16/2015 11:18:12 AM,Timothy Gibson,1
Jane Tyler,calls,10/17/2015 2:37:27 AM,Timothy Gibson,1
Jane Tyler,calls,10/22/2015 12:24:02 PM,Timothy Gibson,1
Jane Tyler,calls,10/25/2015 10:07:12 PM,Timothy Gibson,1
Jane Tyler,calls,10/26/2015 1:17:32 AM,Timothy Gibson,1
Jane Tyler,calls,10/28/2015 12:08:21 AM,Timothy Gibson,1
Jane Tyler,calls,11-04-2015 15:48,Timothy Gibson,1
Jane Tyler,calls,11-10-2015 05:20,Timothy Gibson,1
Jane Tyler,calls,11/13/2015 2:16:17 AM,Timothy Gibson,1
Jane Tyler,calls,11/15/2015 3:52:03 AM,Timothy Gibson,1
Jane Tyler,calls,11/17/2015 5:59:27 PM,Timothy Gibson,1
Jane Tyler,calls,11/20/2015 4:17:42 PM,Timothy Gibson,1
Jane Tyler,calls,11/21/2015 4:01:17 AM,Timothy Gibson,1
Jane Tyler,calls,11/24/2015 6:32:10 AM,Timothy Gibson,1
Jane Tyler,calls,11/27/2015 5:35:48 PM,Timothy Gibson,1
Jane Tyler,calls,11/28/2015 2:27:44 PM,Timothy Gibson,1
Jane Tyler,calls,11/29/2015 11:17:55 PM,Timothy Gibson,1
Jane Tyler,calls,11/30/2015 9:47:03 PM,Timothy Gibson,1
Jane Tyler,calls,12-01-2015 06:26,Timothy Gibson,1
Jane Tyler,calls,12-03-2015 16:31,Timothy Gibson,1
Jane Tyler,calls,12-03-2015 18:08,Timothy Gibson,1
Jane Tyler,calls,12-07-2015 00:31,Timothy Gibson,1
Jane Tyler,calls,12-09-2015 06:52,Timothy Gibson,1
Jane Tyler,calls,12-10-2015 04:09,Timothy Gibson,1
Jane Tyler,calls,12-11-2015 04:06,Timothy Gibson,1
Jane Tyler,calls,12/17/2015 2:10:02 PM,Timothy Gibson,1
Jane Tyler,calls,12/18/2015 5:14:36 PM,Timothy Gibson,1
Jane Tyler,calls,12/18/2015 10:51:42 PM,Timothy Gibson,1
Jane Tyler,calls,12/20/2015 10:25:07 AM,Timothy Gibson,1
Jane Tyler,calls,12/20/2015 8:36:53 PM,Timothy Gibson,1
Jane Tyler,calls,12/25/2015 5:36:02 PM,Timothy Gibson,1
Jane Tyler,calls,12/26/2015 5:48:06 AM,Timothy Gibson,1
Jane Tyler,calls,12/26/2015 11:49:50 PM,Timothy Gibson,1
Jane Tyler,calls,12/27/2015 12:09:54 PM,Timothy Gibson,1
Jane Tyler,calls,12/28/2015 6:13:32 PM,Timothy Gibson,1
Jane Tyler,calls,01-01-2016 05:13,Timothy Gibson,1
Jane Tyler,calls,01-02-2016 17:30,Timothy Gibson,1
Jane Tyler,calls,01-11-2016 01:22,Timothy Gibson,1
Jane Tyler,calls,1/13/2016 10:27:19 PM,Timothy Gibson,1
Jane Tyler,calls,1/15/2016 1:32:53 PM,Timothy Gibson,1
Jane Tyler,calls,1/16/2016 10:00:38 AM,Timothy Gibson,1
Jane Tyler,calls,1/21/2016 4:10:36 PM,Timothy Gibson,1
Jane Tyler,calls,1/25/2016 1:41:46 AM,Timothy Gibson,1
Jane Tyler,calls,1/29/2016 11:40:18 PM,Timothy Gibson,1
Jane Tyler,calls,02-04-2016 20:02,Timothy Gibson,1
Jane Tyler,calls,2/18/2016 3:25:25 AM,Timothy Gibson,1
Jane Tyler,calls,2/19/2016 12:43:53 AM,Timothy Gibson,1
Jane Tyler,calls,2/22/2016 9:03:10 AM,Timothy Gibson,1
Jane Tyler,calls,2/23/2016 6:25:30 AM,Timothy Gibson,1
Jane Tyler,calls,2/26/2016 10:55:50 AM,Timothy Gibson,1
Jane Tyler,calls,2/26/2016 5:57:52 PM,Timothy Gibson,1
Jane Tyler,calls,2/26/2016 7:36:27 PM,Timothy Gibson,1
Jane Tyler,calls,03-04-2016 12:05,Timothy Gibson,1
Jane Tyler,calls,03-07-2016 21:24,Timothy Gibson,1
Jane Tyler,calls,3/29/2016 4:07:30 PM,Timothy Gibson,1
Jane Tyler,calls,3/31/2016 6:09:48 PM,Timothy Gibson,1
Jane Tyler,calls,04-05-2016 19:08,Timothy Gibson,1
Jane Tyler,calls,04-06-2016 14:30,Timothy Gibson,1
Jane Tyler,calls,04-07-2016 21:49,Timothy Gibson,1
Jane Tyler,calls,04-07-2016 22:36,Timothy Gibson,1
Jane Tyler,calls,04-08-2016 13:25,Timothy Gibson,1
Jane Tyler,calls,4/18/2016 1:09:07 PM,Timothy Gibson,1
Jane Tyler,calls,4/18/2016 1:31:27 PM,Timothy Gibson,1
Jane Tyler,calls,4/28/2016 12:37:35 AM,Timothy Gibson,1
Jane Tyler,calls,05-01-2016 21:55,Timothy Gibson,1
Jane Tyler,calls,05-02-2016 19:49,Timothy Gibson,1
Jane Tyler,calls,05-03-2016 06:05,Timothy Gibson,1
Jane Tyler,calls,05-05-2016 18:43,Timothy Gibson,1
Jane Tyler,calls,5/18/2016 8:02:05 AM,Timothy Gibson,1
Jane Tyler,calls,5/20/2016 5:16:23 AM,Timothy Gibson,1
Jane Tyler,calls,5/21/2016 4:12:41 PM,Timothy Gibson,1
Jane Tyler,calls,5/27/2016 11:39:38 AM,Timothy Gibson,1
Jane Tyler,calls,06-06-2016 22:22,Timothy Gibson,1
Jane Tyler,calls,06-10-2016 00:45,Timothy Gibson,1
Jane Tyler,calls,6/18/2016 7:59:42 PM,Timothy Gibson,1
Jane Tyler,calls,6/19/2016 10:23:59 PM,Timothy Gibson,1
Jane Tyler,calls,6/23/2016 9:04:36 AM,Timothy Gibson,1
Jane Tyler,calls,7/13/2016 8:29:08 AM,Timothy Gibson,1
Jane Tyler,calls,7/13/2016 11:34:14 AM,Timothy Gibson,1
Jane Tyler,calls,7/14/2016 7:58:56 PM,Timothy Gibson,1
Jane Tyler,calls,7/29/2016 3:40:41 AM,Timothy Gibson,1
Jane Tyler,calls,08-01-2016 13:35,Timothy Gibson,1
Jane Tyler,calls,08-02-2016 19:44,Timothy Gibson,1
Jane Tyler,calls,08-08-2016 13:33,Timothy Gibson,1
Jane Tyler,calls,8/19/2016 4:00:55 PM,Timothy Gibson,1
Jane Tyler,calls,8/22/2016 12:02:49 PM,Timothy Gibson,1
Jane Tyler,calls,8/23/2016 6:09:28 PM,Timothy Gibson,1
Jane Tyler,calls,8/26/2016 5:48:11 PM,Timothy Gibson,1
Jane Tyler,calls,10-03-2016 23:00,Timothy Gibson,1
Jane Tyler,calls,10-06-2016 07:30,Timothy Gibson,1
Jane Tyler,calls,10-11-2016 21:05,Timothy Gibson,1
Jane Tyler,calls,10/15/2016 12:32:09 PM,Timothy Gibson,1
Jane Tyler,calls,10/18/2016 11:31:12 AM,Timothy Gibson,1
Jane Tyler,calls,10/27/2016 6:45:00 AM,Timothy Gibson,1
Jane Tyler,calls,10/27/2016 1:49:00 PM,Timothy Gibson,1
Jane Tyler,calls,11-02-2016 02:47,Timothy Gibson,1
Jane Tyler,calls,11-03-2016 17:14,Timothy Gibson,1
Jane Tyler,calls,11-04-2016 07:07,Timothy Gibson,1
Jane Tyler,calls,11-10-2016 05:28,Timothy Gibson,1
Jane Tyler,calls,11-11-2016 19:14,Timothy Gibson,1
Jane Tyler,calls,11/23/2016 2:55:11 PM,Timothy Gibson,1
Jane Tyler,calls,12/14/2016 3:58:52 PM,Timothy Gibson,1
Jane Tyler,calls,01-02-2017 02:47,Timothy Gibson,1
Jane Tyler,calls,01-03-2017 18:51,Timothy Gibson,1
Jane Tyler,calls,01-07-2017 03:20,Timothy Gibson,1
Jane Tyler,calls,01-10-2017 22:07,Timothy Gibson,1
Jane Tyler,calls,1/16/2017 7:30:59 AM,Timothy Gibson,1
Jane Tyler,calls,1/20/2017 7:31:03 AM,Timothy Gibson,1
